Router Solicitation from 00:00:00:00:00:01
Router Solicitation from 00:00:00:00:00:02
Router Solicitation from 00:00:00:00:00:01
Router Solicitation from 00:00:00:00:00:02
5001 → 49078 [ACK] Seq=1 Ack=55389 Win=42232 Len=0 TSval=1370 TSecr=1356
49078 → 5001 [ACK] Seq=78237 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
49078 → 5001 [ACK] Seq=79665 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1366
5001 → 5001 [ACK] Seq=118549 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1363
5001 → 5001 [ACK] Seq=119977 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1363
5001 → 5001 [ACK] Seq=121405 Ack=1 Win=29200 Len=1428 TSval=1374 TSecr=1363
5001 → 5001 [PSH, ACK] Seq=122833 Ack=1 Win=29200 Len=1428 TSval=1375 TSecr=1363
5001 → 49078 [ACK] Seq=1 Ack=58245 Win=42232 Len=0 TSval=1375 TSecr=1366
5001 → 49078 [ACK] Seq=1 Ack=61101 Win=42232 Len=0 TSval=1376 TSecr=1366
49078 → 5001 [ACK] Seq=81093 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [ACK] Seq=82521 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
5001 → 49078 [ACK] Seq=1 Ack=63957 Win=42232 Len=0 TSval=1377 TSecr=1366
49078 → 5001 [ACK] Seq=83949 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [ACK] Seq=85377 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
5001 → 49078 [ACK] Seq=1 Ack=66813 Win=42232 Len=0 TSval=1378 TSecr=1366
49078 → 5001 [ACK] Seq=86805 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [ACK] Seq=88233 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
5001 → 49078 [ACK] Seq=1 Ack=69669 Win=42232 Len=0 TSval=1379 TSecr=1366
49078 → 5001 [ACK] Seq=89661 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
5001 → 5001 [ACK] Seq=1 Ack=118549 Win=42232 Len=0 TSval=1380 TSecr=1357
49078 → 5001 [ACK] Seq=91089 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [ACK] Seq=92517 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [ACK] Seq=93945 Ack=1 Win=29200 Len=1428 TSval=1383 TSecr=1376
49078 → 5001 [PSH, ACK] Seq=95373 Ack=1 Win=29200 Len=1428 TSval=1384 TSecr=1376
5001 → 49078 [ACK] Seq=1 Ack=72525 Win=42232 Len=0 TSval=1382 TSecr=1374
5001 → 49078 [ACK] Seq=1 Ack=75381 Win=42232 Len=0 TSval=1384 TSecr=1374
49078 → 5001 [ACK] Seq=96801 Ack=1 Win=29200 Len=1428 TSval=1391 TSecr=1384
